Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,Payment_of_Min_Amount_NM,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes,Payment_Behaviour_High_spent_Large_value_payments,Payment_Behaviour_High_spent_Medium_value_payments,Payment_Behaviour_High_spent_Small_value_payments,Payment_Behaviour_Low_spent_Large_value_payments,Payment_Behaviour_Low_spent_Medium_value_payments,Payment_Behaviour_Low_spent_Small_value_payments,Credit_Score
0.064386,2.406891,2.495221,-1.684616,-0.255695,-0.748460,-0.223761,-0.747284,-1.251122,-0.491999,-0.668252,2,-0.103408,-0.178187,-0.040632,0.964321,0.974512,1.980499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
0.064386,2.406891,2.495221,-1.684616,-0.255695,-0.748460,-0.223761,-0.882197,-1.104722,-0.491999,-0.668252,2,-0.103408,1.464409,-0.030593,0.964321,0.179357,2.720324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
0.064386,2.406891,2.495221,-1.684616,-0.255695,-0.748460,-0.223761,-0.882197,-1.104722,-0.491999,-0.668252,2,-0.103408,1.129286,-0.020555,0.964321,0.204001,2.742710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.064386,2.406891,2.495221,-1.684616,-0.255695,-0.748460,-0.223761,-0.882197,-1.104722,-0.491999,-0.668252,2,-0.103408,1.189093,-0.010517,0.964321,2.812814,2.389749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2.008751,-0.517396,-0.497581,-1.298280,-0.255695,-1.207659,-1.043098,-1.421851,-1.104722,-1.248652,-0.453974,2,-0.687187,-1.122173,-0.141015,-0.767490,-0.631595,0.158337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2.008751,-0.517396,-0.497581,-1.298280,-0.255695,-1.207659,-1.043098,-1.084568,-1.543921,-1.248652,-0.453974,2,-0.687187,0.584484,-0.130977,-0.767490,-0.431116,0.044069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2.008751,-0.517396,-0.497581,-1.298280,-0.255695,-1.207659,-1.043098,-1.219481,-0.665524,-1.248652,-0.453974,2,-0.687187,0.002528,-0.120939,-0.767490,-0.621594,0.051196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2.008751,-0.517396,-0.497581,-1.298280,-0.255695,-1.207659,-1.043098,-0.949654,-1.104722,-1.840943,-0.453974,2,-0.687187,1.141736,-0.110900,-0.767490,0.246069,-0.668280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2.008751,-0.517396,-0.497581,-1.298280,-0.255695,-1.207659,-1.043098,-1.084568,-1.104722,-1.692870,-0.453974,2,-0.687187,1.732122,-0.100862,-0.767490,2.812814,-0.200271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2.008751,-0.517396,-0.497581,-1.298280,-0.255695,-1.207659,-1.043098,-1.084568,-1.104722,-1.989016,-0.453974,2,-0.687187,-0.946112,-0.090823,-0.767490,-0.614492,0.092036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2.008751,-0.517396,-0.497581,-1.298280,-0.255695,-1.207659,-1.043098,-1.084568,-1.104722,-1.248652,-0.453974,2,-0.687187,-1.217479,-0.080785,-0.767490,-0.677269,0.206383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2.008751,-0.517396,-0.497581,-1.298280,-0.255695,-1.207659,-1.043098,-1.152024,-0.665524,-1.248652,-0.453974,2,-0.687187,-0.968170,-0.070747,-0.767490,-0.427738,-0.104416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
-1.139268,-0.391093,-0.422307,0.633397,-0.255695,-1.092859,-1.452767,-1.084568,0.212872,-1.161289,-0.453974,1,-0.416083,1.467099,1.475161,-0.890782,0.266236,-0.542161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1.139268,-0.391093,-0.422307,0.633397,-0.255695,-1.092859,-1.452767,-0.814741,0.212872,-1.161289,-0.453974,1,-0.416083,-1.029154,1.485199,-0.890782,-0.662756,0.290140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-1.139268,-0.391093,-0.422307,0.633397,-0.255695,-1.092859,-1.452767,-1.084568,-0.226326,-1.161289,-0.453974,1,-0.416083,-1.724273,1.495237,-0.890782,-0.209493,-0.041729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-1.139268,-0.391093,-0.422307,0.633397,-0.255695,-1.092859,-1.452767,-1.354395,0.212872,-1.161289,-0.453974,1,-0.416083,-0.657064,1.505276,-0.890782,-0.560150,0.182206,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1.139268,-0.391093,-0.422307,0.633397,-0.255695,-1.092859,-1.452767,-0.814741,0.505671,-1.161289,-0.453974,1,-0.416083,1.853613,1.515314,-0.890782,-0.716583,0.395072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
-1.139268,-0.391093,-0.422307,0.633397,-0.255695,-1.092859,-1.452767,-1.084568,0.212872,-1.161289,-0.453974,1,-0.416083,-0.599900,1.525352,-0.890782,-0.831763,0.467923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
-1.139268,-0.391093,-0.422307,0.633397,-0.255695,-1.092859,-1.452767,-0.747284,0.212872,-1.161289,-0.453974,1,-0.416083,-1.176955,1.535391,-0.890782,-0.173334,-0.031455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
-1.139268,-0.391093,-0.422307,0.633397,-0.255695,-1.092859,-1.452767,-1.354395,0.212872,-1.161289,-0.453974,1,-0.416083,-1.255277,1.545429,-0.890782,-0.171870,-0.177927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.990274,-0.499692,-0.431083,-1.684616,0.227935,-0.289261,-0.633430,-1.152024,-1.983119,-0.690417,-0.882529,2,-0.870909,-0.540939,0.998339,-0.540659,-0.295768,-0.286363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
0.990274,-0.499692,-0.431083,-1.684616,0.227935,-0.289261,-0.633430,-1.286938,-1.983119,-1.726927,-0.882529,2,-0.870909,-0.794693,0.973243,-0.540659,0.367360,-0.838994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
0.990274,-0.499692,-0.431083,-1.684616,0.227935,-0.289261,-0.633430,-1.556765,-1.983119,-1.282708,-0.239696,2,-0.870909,-0.242605,0.983281,-0.540659,-0.357915,-0.124367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
0.990274,-0.499692,-0.431083,-1.684616,0.227935,-0.289261,-0.633430,-1.354395,-1.983119,-0.690417,-0.239696,2,-0.870909,-0.414211,0.993319,-0.540659,0.068205,-0.524305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
0.990274,-0.499692,-0.431083,-1.684616,0.227935,-0.289261,-0.633430,-1.354395,-1.983119,-0.690417,-0.239696,2,-0.870909,-1.386892,1.003358,3.269254,-0.156394,-0.288043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
0.990274,-0.499692,-0.431083,-1.684616,0.227935,-0.289261,-0.633430,-1.354395,-1.983119,-0.690417,-0.239696,2,-0.870909,-1.325697,0.998339,-0.540659,-0.372167,-0.109375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
0.990274,-0.499692,-0.431083,-1.684616,0.227935,-0.289261,-0.633430,-1.489308,-1.690320,-0.690417,-0.239696,2,-0.870909,-1.861048,1.023434,-0.540659,-0.139428,-0.305890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
0.990274,-0.499692,-0.431083,-1.684616,0.227935,-0.289261,-0.633430,-1.556765,-1.690320,-0.690417,-0.239696,2,-0.870909,1.030906,1.033473,-0.540659,0.155644,-0.616285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
0.619919,-0.437800,-0.392520,-0.139274,-0.255695,0.629137,-0.223761,-0.342544,0.944869,0.085485,-0.453974,1,-0.080842,0.937917,0.089867,-0.402521,-0.465905,-0.184953,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.619919,-0.437800,-0.392520,-0.139274,-0.255695,0.629137,-0.223761,-0.342544,0.944869,0.085485,-0.453974,1,-0.080842,-0.269631,0.099905,-0.402521,-0.682562,-0.005355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0.619919,-0.437800,-0.392520,-0.139274,-0.255695,0.629137,-0.223761,-0.342544,0.944869,0.085485,0.403137,1,-0.080842,1.121882,0.109944,-0.402521,0.236188,-0.826882,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0.619919,-0.437800,-0.392520,-0.139274,-0.255695,0.629137,-0.223761,-0.275087,1.237668,0.085485,0.403137,1,-0.080842,-1.735583,0.119982,-0.402521,-0.888945,0.211745,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0.619919,-0.437800,-0.392520,-0.139274,-0.255695,0.629137,-0.223761,-0.342544,0.944869,-0.358734,0.403137,1,-0.080842,-0.627993,0.130020,-0.402521,0.112864,-0.600534,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0.619919,-0.437800,-0.392520,-0.139274,-0.255695,0.629137,-0.223761,-0.342544,0.944869,0.085485,0.403137,1,-0.080842,0.096591,0.140059,-0.402521,-0.670029,0.029771,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0.619919,-0.437800,-0.392520,-0.139274,-0.255695,0.629137,-0.223761,-0.342544,0.944869,0.085485,0.403137,1,-0.080842,0.643880,0.150097,-0.402521,-0.841942,0.210611,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0.619919,-0.437800,-0.392520,-0.139274,-0.255695,0.629137,-0.223761,-0.342544,0.505671,0.085485,0.403137,1,-0.080842,-0.224423,0.119982,-0.402521,-0.885377,0.207991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
-0.028203,0.989311,0.957195,-0.911945,0.227935,-1.552058,-0.633430,-1.489308,-1.983119,-1.023581,-0.668252,2,-0.410424,-0.796620,0.842744,0.124474,-0.550293,1.602622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
-0.028203,0.989311,0.957195,-0.911945,0.227935,-1.552058,-0.633430,-1.152024,-1.690320,-1.023581,-0.668252,2,-0.410424,1.709040,0.852782,0.124474,-0.282808,1.321247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
-0.028203,0.989311,0.957195,-0.911945,0.227935,-1.552058,-0.633430,-1.152024,-1.983119,-1.023581,-0.668252,2,-0.410424,0.465353,0.862821,0.124474,0.364809,0.688311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-0.028203,0.989311,0.957195,-0.911945,0.227935,-1.552058,-0.633430,-1.152024,-1.690320,-1.023581,-0.668252,2,-0.410424,-0.089807,0.872859,0.124474,-0.251119,-1.517885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
-0.028203,0.989311,0.957195,-0.911945,0.227935,-1.552058,-0.633430,-1.152024,-1.690320,-1.023581,-0.668252,2,-0.410424,0.471730,0.882897,0.124474,0.279523,0.778025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
-0.028203,0.989311,0.957195,-0.911945,0.227935,-1.552058,-0.633430,-1.152024,-1.983119,-1.023581,-0.668252,2,-0.410424,1.179107,0.892936,0.124474,2.146437,-0.992591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
-0.028203,0.989311,0.957195,-0.911945,0.227935,-1.552058,-0.633430,-1.152024,-1.690320,-1.023581,-0.668252,2,-0.410424,-1.232565,0.902974,3.269254,-0.251119,1.287912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
-0.028203,0.989311,0.957195,-0.911945,0.227935,-1.552058,-0.633430,-1.489308,-1.690320,-1.023581,-0.668252,2,-0.410424,-0.276914,0.913013,0.124474,-0.552543,1.604988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
0.156975,0.098862,0.175761,0.247062,-0.739324,-0.059661,-0.223761,-0.747284,-0.811924,-0.722993,-0.668252,1,-1.081776,-1.297021,1.013396,0.043498,0.114728,-0.107681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.156975,0.098862,0.175761,0.247062,-0.739324,-0.059661,-0.223761,-0.747284,-0.519125,-0.871066,-0.668252,1,-1.081776,-0.562542,1.023434,0.043498,-0.349046,0.283554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0.156975,0.098862,0.175761,0.247062,-0.739324,-0.059661,-0.223761,-0.410000,-0.372726,-0.722993,-0.668252,1,-1.081776,-0.201088,1.033473,0.043498,-0.851484,0.763772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.156975,0.098862,0.175761,0.247062,-0.739324,-0.059661,-0.223761,-0.747284,-0.958323,-1.463357,-0.668252,1,-1.081776,-0.995507,1.043511,0.043498,1.267952,-1.224169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.156975,0.098862,0.175761,0.247062,-0.739324,-0.059661,-0.223761,-0.747284,-0.811924,0.165444,-0.668252,1,-1.081776,0.450726,1.053550,0.043498,0.065968,0.040231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.156975,0.098862,0.175761,0.247062,-0.739324,-0.059661,-0.223761,-0.747284,-0.811924,-0.722993,-0.668252,1,-1.081776,-1.776489,1.063588,0.043498,1.912309,-1.901986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.156975,0.098862,0.175761,0.247062,-0.739324,-0.059661,-0.223761,-0.747284,-0.811924,-0.722993,0.188859,1,-1.081776,0.551770,1.073626,0.043498,-0.278502,0.305968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.156975,0.098862,0.175761,0.247062,-0.739324,-0.059661,-0.223761,-0.747284,-0.811924,-0.722993,0.188859,1,-1.081776,0.115379,1.083665,0.043498,1.269218,-1.225501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.342153,-0.651130,-0.559044,1.019732,0.711564,-0.059661,0.595576,-0.342544,0.066473,-0.383906,-0.239696,1,-0.577509,1.002218,-0.030593,-0.129726,-0.760757,-0.307630,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.342153,-0.651130,-0.559044,1.019732,0.711564,-0.059661,0.595576,-0.342544,-0.079927,-0.383906,-0.239696,1,-0.577509,-0.503425,-0.020555,-0.129726,0.374611,-1.308713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.342153,-0.651130,-0.559044,1.019732,0.711564,-0.059661,0.595576,-0.342544,-0.519125,-0.383906,-0.239696,1,-0.577509,-1.343055,-0.010517,-0.129726,-0.585726,-0.395129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.342153,-0.651130,-0.559044,1.019732,0.711564,-0.059661,0.595576,-0.342544,-0.519125,-0.383906,-0.239696,1,-0.577509,0.714655,-0.000478,-0.129726,-0.620178,-0.455509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0.342153,-0.651130,-0.559044,1.019732,0.711564,-0.059661,0.595576,-0.342544,-0.079927,-0.383906,-0.239696,1,-0.577509,-0.783569,0.009560,-0.129726,0.428234,-1.365121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.342153,-0.651130,-0.559044,1.019732,0.711564,-0.059661,0.595576,-0.342544,-0.519125,-0.383906,-0.239696,1,-0.577509,0.449022,-0.000478,-0.129726,-0.721141,-0.300992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.342153,-0.651130,-0.559044,1.019732,0.711564,-0.059661,0.595576,-0.342544,0.066473,0.060312,-0.239696,1,-0.577509,-0.427684,0.029637,-0.129726,-0.406231,-0.487324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.342153,-0.651130,-0.559044,1.019732,0.711564,-0.059661,0.595576,-0.410000,-0.079927,-0.383906,-0.239696,1,-0.577509,1.376396,0.039675,-0.129726,-0.132902,-0.823157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-0.305969,-0.483495,-0.394539,0.247062,0.227935,-0.863260,-0.633430,-0.882197,0.066473,-0.613419,-1.311085,1,-0.525465,-1.351655,-0.191207,-0.551736,-0.628059,0.223411,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
-0.305969,-0.483495,-0.394539,0.247062,0.227935,-0.863260,-0.633430,-0.612371,0.066473,-0.613419,-1.311085,1,-0.525465,1.107786,-0.181169,-0.551736,2.812814,-1.173752,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
-0.305969,-0.483495,-0.394539,0.247062,0.227935,-0.863260,-0.633430,-0.882197,0.066473,-0.021128,-1.096807,1,-0.525465,-0.958872,-0.171130,-0.551736,0.208975,-0.608777,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
-0.305969,-0.483495,-0.394539,0.247062,0.227935,-0.863260,-0.633430,-0.882197,0.066473,-0.613419,-1.096807,1,-0.525465,0.365340,-0.161092,-0.551736,-0.304496,-0.116953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
-0.305969,-0.483495,-0.394539,0.247062,0.227935,-0.863260,-0.633430,-0.882197,0.066473,-0.613419,-1.096807,1,-0.525465,-0.293083,-0.151054,-0.551736,-0.805003,0.264612,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-0.305969,-0.483495,-0.394539,0.247062,0.227935,-0.863260,-0.633430,-0.882197,0.066473,-0.613419,-1.096807,1,-0.525465,0.389312,-0.141015,-0.551736,-0.486952,-0.021644,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
